artist,song,explicit,year,popularity,danceability,genre,duration_min
Nelly Furtado,Say It Right,False,2006,81,0.872,hip hop,3.718
Ida Corr,Let Me Think About It,False,2012,43,0.762,set(),2.5328833333333334
Alex Gaudino,Destination Calabria - Radio Edit,False,2007,73,0.627,Dance/Electronic,3.7185166666666665
September,Cry for You,False,2007,65,0.767,pop,3.4966666666666666
Akon,Smack That,True,2006,58,0.94,pop,3.5393333333333334
Timbaland,Give It To Me,True,2007,70,0.975,hip hop,3.9004333333333334
50 Cent,Ayo Technology,True,2007,67,0.63,hip hop,4.132433333333333
Eric Prydz,Proper Education - Radio Edit,False,2007,0,0.537,pop,3.30945
Fedde Le Grand,Put Your Hands Up For Detroit - Radio Edit,False,2015,0,0.827,pop,2.5088833333333334
Ciara,Like a Boy,False,2006,68,0.701,pop,3.9508833333333335
Kanye West,Stronger,True,2007,54,0.617,hip hop,5.197766666666666
Beyoncé,Beautiful Liar,False,2007,64,0.764,pop,3.3308833333333334
Gym Class Heroes,Cupid's Chokehold / Breakfast in America - Radio Mix,False,2007,59,0.584,hip hop,3.9528833333333333
Akon,I Wanna Love You,True,2006,53,0.865,pop,4.117766666666666
Soulja Boy,Crank That (Soulja Boy),False,2007,74,0.736,hip hop,3.6988833333333333
Fat Joe,Make It Rain,True,2006,59,0.744,hip hop,4.12355
P!nk,U + Ur Hand,True,2006,0,0.709,pop,3.5731
Rihanna,Shut Up And Drive,False,2008,69,0.735,hip hop,3.538
Lloyd,Get It Shawty,False,2007,62,0.822,hip hop,3.4922166666666667
Kanye West,Can't Tell Me Nothing,True,2007,47,0.596,hip hop,4.526666666666666
Camille Jones,The Creeps - Fedde Le Grand Radio Mix,False,2006,17,0.847,set(),2.538883333333333
Linkin Park,What I've Done,False,2007,77,0.623,rock,3.4268833333333335
Keyshia Cole,Last Night,False,2007,60,0.918,hip hop,4.2617666666666665
Chris Brown,Kiss Kiss (feat. T-Pain),False,2007,68,0.729,hip hop,4.177766666666667
Shop Boyz,Party Like A Rock Star,True,2007,61,0.619,hip hop,4.223333333333334
Finger Eleven,Paralyzer,False,2007,73,0.644,rock,3.4684333333333335
Justin Timberlake,Summer Love,False,2006,66,0.606,pop,4.216216666666667
MiMS,This Is Why I'm Hot,True,2007,59,0.621,hip hop,4.228433333333333
Fabolous,Make Me Better,True,2007,62,0.607,hip hop,4.226216666666667
Seether,Fake It,True,2007,73,0.611,rock,3.23155
Take That,Patience,False,2006,64,0.309,pop,3.367766666666667
Arctic Monkeys,Brianstorm,False,2007,67,0.42,rock,2.8811
Justin Timberlake,My Love (feat. T.I.),False,2006,72,0.771,pop,4.602666666666667
Fergie,Glamorous,True,2006,64,0.811,pop,4.11
Linkin Park,Bleed It Out,True,2007,73,0.529,rock,2.772883333333333
My Chemical Romance,Teenagers,False,2006,80,0.463,rock,2.6986666666666665
Calvin Harris,Acceptable in the 80's,False,2007,57,0.787,hip hop,5.561333333333334
Sugababes,About You Now,False,2007,66,0.584,pop,3.54
Avril Lavigne,Girlfriend,True,2007,75,0.56,pop,3.61
Ne-Yo,Because Of You,False,2007,74,0.81,pop,4.447333333333333
Daughtry,It's Not Over,False,2016,45,0.45,pop,3.5862166666666666
Unk,Walk It Out,True,2013,48,0.794,hip hop,2.884
Lloyd,You,False,2007,70,0.412,hip hop,4.552216666666666
Klaxons,Golden Skans,False,2007,65,0.463,rock,2.752
T-Pain,Bartender (feat. Akon),True,2007,3,0.675,hip hop,3.98
Baby Boy Da Prince,The Way I Live - Main Explicit,True,2006,59,0.88,hip hop,5.4151
Fergie,Fergalicious,True,2006,63,0.906,pop,4.872883333333333
Omarion,Ice Box,False,2006,57,0.775,hip hop,4.273766666666667
Pretty Ricky,On the Hotline - Amended Version,False,2007,57,0.704,hip hop,4.0431
Nickelback,Rockstar,False,2005,69,0.616,rock,4.200666666666667
Fall Out Boy,Thnks fr th Mmrs,False,2007,76,0.459,rock,3.391766666666667
Justin Timberlake,LoveStoned / I Think She Knows (Interlude),True,2006,57,0.859,pop,7.40555
All Time Low,"Dear Maria, Count Me In",False,2007,76,0.459,rock,3.0471
Amy Winehouse,Back To Black,True,2006,76,0.403,R&B,4.02155
Keyshia Cole,Let It Go,False,2007,58,0.808,hip hop,3.9726666666666666
Ciara,Promise,False,2006,56,0.697,pop,4.456883333333334
Enrique Iglesias,Do You Know? (The Ping Pong Song),False,2007,45,0.753,pop,3.6588833333333333
T2,Heartbroken - Edit,False,2017,59,0.716,Dance/Electronic,2.9768833333333333
Robyn,With Every Heartbeat,False,2005,36,0.477,pop,4.248666666666667
Maroon 5,Makes Me Wonder,True,2007,62,0.803,pop,3.518
Fall Out Boy,"This Ain't A Scene, It's An Arms Race",False,2007,68,0.435,rock,3.534
Paramore,Misery Business,False,2007,72,0.517,pop,3.525333333333333
Hinder,Better Than Me,False,2019,30,0.451,pop,3.72555
Huey,"Pop, Lock & Drop It - Video Edit",False,2006,52,0.723,hip hop,4.350433333333333
Foo Fighters,The Pretender,False,2007,78,0.433,rock,4.48955
Plies,Shawty (feat. T Pain),True,2007,61,0.444,hip hop,4.256883333333334
Kaiser Chiefs,Ruby,False,2007,67,0.451,rock,3.4033333333333333
Mark Ronson,Stop Me (feat. Daniel Merriweather),False,2007,46,0.626,pop,3.882433333333333
Bow Wow,Outta My System (feat. T-Pain & Johntá Austin),False,2006,57,0.772,hip hop,3.9711
Jim Jones,We Fly High,True,2006,0,0.685,hip hop,3.9346666666666668
The Red Jumpsuit Apparatus,Face Down,False,2006,74,0.545,pop,3.2
MIKA,Grace Kelly,False,2006,69,0.675,pop,3.1288833333333335
Christina Aguilera,Candyman,False,2006,66,0.686,pop,3.236883333333333
Sean Kingston,Beautiful Girls,False,2007,78,0.762,hip hop,3.7562166666666665
Akon,Don't Matter,True,2006,52,0.801,pop,4.884433333333333
James Blunt,1973,False,2007,68,0.72,pop,4.6671
Carrie Underwood,Before He Cheats,False,2005,76,0.519,pop,3.3324333333333334
Just Jack,Starz In Their Eyes,False,2006,52,0.67,Dance/Electronic,4.932216666666666
T-Pain,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),False,2007,2,0.451,hip hop,3.7993333333333332
Bone Thugs-N-Harmony,I Tried,True,2007,61,0.727,hip hop,4.791333333333333
Avril Lavigne,When You're Gone,False,2007,68,0.457,pop,4.008216666666667
Rich Boy,Throw Some D's,True,2007,57,0.697,hip hop,4.398666666666666
MIKA,Love Today,False,2006,57,0.673,pop,3.91955
Manic Street Preachers,Your Love Alone Is Not Enough (feat. Nina Persson),False,2007,53,0.344,rock,3.9282166666666667
Elliott Yamin,Wait for You,False,2007,58,0.764,set(),4.355333333333333
Wyclef Jean,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",False,2007,56,0.733,set(),4.018883333333333
Boys Like Girls,The Great Escape,False,2007,62,0.423,pop,3.442
Take That,Rule The World - Radio Edit,False,2007,58,0.357,pop,3.962666666666667
J. Holiday,Bed,False,2007,64,0.684,hip hop,4.5851
Red Hot Chili Peppers,Snow (Hey Oh),False,2006,79,0.427,rock,5.577766666666666
Ludacris,Runaway Love,True,2006,51,0.405,hip hop,4.678
Flo Rida,Low (feat. T-Pain),False,2008,80,0.918,hip hop,3.8566666666666665
Katy Perry,I Kissed A Girl,False,2008,73,0.699,pop,2.994
Rihanna,Take A Bow,False,2008,74,0.697,hip hop,3.82355
Alicia Keys,No One,False,2007,77,0.644,pop,4.230216666666666
Timbaland,Apologize,False,2007,74,0.653,hip hop,3.0733333333333333
Ne-Yo,Miss Independent,False,2008,71,0.668,pop,3.8666666666666667
Chris Brown,With You,False,2007,70,0.662,hip hop,4.202
Beyoncé,If I Were a Boy,False,2008,66,0.632,pop,4.152433333333334
Kardinal Offishall,Dangerous,True,2008,75,0.949,hip hop,4.100883333333333
Madcon,Beggin (original version),False,2007,70,0.715,hip hop,3.6024333333333334
September,Cry for You,False,2007,65,0.767,pop,3.4966666666666666
Rihanna,Disturbia,False,2008,76,0.707,hip hop,3.9771
Guru Josh Project,Infinity 2008,False,2011,1,0.493,hip hop,3.1668833333333333
Britney Spears,Break the Ice,False,2007,61,0.712,pop,3.26755
Lil Wayne,Lollipop,True,2008,69,0.829,hip hop,4.988883333333333
Basshunter,Now You're Gone - Video Edit,False,2008,63,0.639,pop,2.4697666666666667
Kanye West,Flashing Lights,True,2007,52,0.639,hip hop,3.9584333333333332
Madonna,4 Minutes (feat. Justin Timberlake & Timbaland),False,2009,71,0.753,pop,3.16155
Katy Perry,Hot N Cold,False,2008,73,0.706,pop,3.6704333333333334
Rihanna,Don't Stop The Music,False,2008,77,0.835,hip hop,4.451333333333333
Snoop Dogg,Sensual Seduction,False,2007,56,0.756,hip hop,4.092
Akon,Right Now (Na Na Na),False,2008,69,0.83,pop,4.012433333333333
Britney Spears,Womanizer,False,2008,76,0.724,pop,3.74
Eric Prydz,Pjanoo - Radio Edit,False,2008,65,0.605,pop,2.623866666666667
Kelly Rowland,Work,False,2010,34,0.888,hip hop,3.465333333333333
Jeezy,Put On,True,2008,69,0.654,hip hop,5.354883333333333
Madonna,Give It 2 Me,False,2008,57,0.837,pop,4.7984333333333336
The Pussycat Dolls,When I Grow Up,False,2008,72,0.671,pop,4.094666666666667
will.i.am,Heartbreaker,True,2007,46,0.788,hip hop,5.464666666666667
Soulja Boy,Crank That (Soulja Boy),False,2007,74,0.736,hip hop,3.6988833333333333
Britney Spears,Piece of Me,False,2007,64,0.769,pop,3.5351
T.I.,Live Your Life,True,2008,75,0.375,hip hop,5.64755
Ne-Yo,Closer,False,2008,65,0.709,pop,3.906
Lil Wayne,A Milli,True,2008,69,0.674,hip hop,3.6973333333333334
Colby O'Donis,What You Got,False,2008,61,0.775,hip hop,4.050216666666667
Miley Cyrus,See You Again,False,2007,0,0.692,pop,3.1742166666666667
Basshunter,All I Ever Wanted - Radio Edit,False,2008,65,0.645,pop,2.9408833333333333
Chris Brown,Kiss Kiss (feat. T-Pain),False,2007,68,0.729,hip hop,4.177766666666667
Finger Eleven,Paralyzer,False,2007,73,0.644,rock,3.4684333333333335
Alesha Dixon,The Boy Does Nothing,False,2008,51,0.632,pop,3.5113333333333334
Dizzee Rascal,Dance Wiv Me - Radio Edit,False,2011,68,0.878,hip hop,3.40155
Gabriella Cilmi,Sweet About Me,False,2008,56,0.671,R&B,3.3688833333333332
Jack White,Another Way to Die,False,2007,56,0.486,rock,4.370666666666667
Plies,Hypnotized (feat. Akon),True,2007,66,0.84,hip hop,3.14155
The Pussycat Dolls,I Hate This Part,False,2008,64,0.756,pop,3.64
Sean Kingston,Take You There,False,2008,65,0.752,hip hop,3.9448833333333333
Natasha Bedingfield,Pocketful of Sunshine,False,2008,62,0.726,pop,3.3906666666666667
The Offspring,"You're Gonna Go Far, Kid",True,2008,78,0.55,rock,2.963766666666667
Kanye West,Homecoming,True,2007,47,0.667,hip hop,3.39155
Estelle,American Boy,True,2008,78,0.727,R&B,4.74555
Saving Abel,Addicted,True,2008,69,0.512,rock,3.713766666666667
Pendulum,Propane Nightmares,False,2008,57,0.356,Dance/Electronic,5.222433333333333
The Game,My Life,True,2008,60,0.673,hip hop,5.348216666666667
Danity Kane,Damaged,False,2008,57,0.774,pop,4.0711
P!nk,So What,True,2008,76,0.534,pop,3.586
Kanye West,Love Lockdown,False,2008,66,0.76,hip hop,4.5051
Gym Class Heroes,Cookie Jar (feat. The-Dream),True,2008,54,0.687,hip hop,3.6052833333333334
M.I.A.,Paper Planes,False,2007,1,0.447,pop,3.42
3 Doors Down,It's Not My Time,False,2008,56,0.529,pop,4.032666666666667
Kylie Minogue,Wow,False,2007,47,0.654,pop,3.1828833333333333
Mariah Carey,Touch My Body,False,2008,0,0.715,pop,3.4122166666666667
MGMT,Kids,False,2007,77,0.451,rock,5.0473333333333334
The Ting Tings,Shut Up and Let Me Go,False,2007,55,0.852,pop,2.8537666666666666
Lil Wayne,Got Money,True,2008,58,0.694,hip hop,4.0771
Santana,Into the Night (feat. Chad Kroeger),False,2007,57,0.595,rock,3.707333333333333
The-Dream,I Luv Your Girl,True,2007,62,0.723,hip hop,4.464433333333333
Wiley,Wearing My Rolex - Radio Edit,False,2008,59,0.876,hip hop,2.8413333333333335
Usher,Love in This Club (feat. Young Jeezy),False,2008,71,0.573,hip hop,4.328666666666667
Sam Sparro,Black & Gold - Radio Edit,False,2008,53,0.383,pop,3.5393333333333334
"H ""two"" O",What's It Gonna Be (feat. Platnum),False,2008,55,0.733,Dance/Electronic,3.4579333333333335
The Ting Tings,That's Not My Name,False,2008,51,0.755,pop,5.176216666666667
Plies,"Bust It Baby, Pt. 2 (feat. Ne-Yo)",True,2008,61,0.648,hip hop,4.012666666666667
James Morrison,Broken Strings,False,2008,70,0.57,pop,4.174216666666666
Leona Lewis,Run,False,2007,62,0.285,pop,5.245333333333333
Metro Station,Shake It,False,2007,67,0.618,pop,2.9991
T.I.,Whatever You Like,True,2008,74,0.68,hip hop,4.158883333333334
Trey Songz,Can't Help but Wait,False,2007,62,0.699,hip hop,3.4402166666666667
OneRepublic,Stop And Stare,False,2007,59,0.492,pop,3.7308833333333333
Alexandra Burke,Hallelujah,False,2009,63,0.177,pop,3.6304333333333334
Mary J. Blige,Just Fine,False,2007,64,0.923,pop,4.03555
Jordin Sparks,One Step At a Time,False,2007,56,0.766,pop,3.4193333333333333
Coldplay,Viva La Vida,False,2008,80,0.486,rock,4.03955
Kings of Leon,Sex on Fire,False,2008,80,0.542,rock,3.3891
Kanye West,Good Life,True,2007,45,0.439,hip hop,3.45
Duffy,Mercy,False,2008,69,0.793,pop,3.6653333333333333
David Archuleta,Crush,False,2008,67,0.57,pop,3.558666666666667
J. Holiday,Suffocate - Superclean,False,2007,58,0.458,hip hop,3.66755
Gavin DeGraw,In Love With a Girl,False,2008,51,0.438,pop,3.433333333333333
Jordin Sparks,Tattoo,False,2007,54,0.566,pop,3.8911
Coldplay,Violet Hill,False,2008,63,0.33,rock,3.7108833333333333
Ray J,Sexy Can I feat. Yung Berg,True,2008,1,0.575,hip hop,3.4006666666666665
Jennifer Hudson,Spotlight,False,2008,60,0.707,pop,4.168433333333334
John Legend,Green Light (feat. André 3000),False,2008,55,0.622,pop,4.736433333333333
Jonas Brothers,Burnin' Up,False,2008,68,0.667,pop,2.9182166666666665
Lupe Fiasco,Superstar (feat. Matthew Santos),False,2007,64,0.572,hip hop,4.816666666666666
Chris Brown,Forever,False,2008,74,0.672,hip hop,4.642883333333334
Adele,Chasing Pavements,False,2008,1,0.614,pop,3.5084333333333335
Leona Lewis,Better in Time,False,2007,67,0.584,pop,3.9028833333333335
Fergie,Clumsy,False,2006,58,0.731,pop,4.0071
T-Pain,Can't Believe It (feat. Lil' Wayne),False,2008,0,0.648,hip hop,4.563766666666667
Black Eyed Peas,I Gotta Feeling,False,2009,80,0.743,hip hop,4.818883333333333
Lady Gaga,Poker Face,False,2008,77,0.851,pop,3.953333333333333
Beyoncé,Halo,False,2008,74,0.508,pop,4.360666666666667
David Guetta,Sexy Bitch (feat. Akon),True,2010,75,0.813,hip hop,3.2642166666666665
Flo Rida,Right Round,False,2009,74,0.72,hip hop,3.4106666666666667
Taylor Swift,Love Story,False,2008,74,0.617,pop,3.9377666666666666
Pitbull,Hotel Room Service,False,2009,63,0.849,hip hop,3.9751
Britney Spears,Circus,False,2008,74,0.791,pop,3.206
Lady Gaga,LoveGame,False,2008,69,0.894,pop,3.60555
Skillet,Monster,False,2009,75,0.64,rock,2.9668833333333335
The Prodigy,Omen,False,2009,57,0.545,rock,3.600433333333333
Black Eyed Peas,Meet Me Halfway,False,2009,72,0.798,hip hop,4.73955
Kanye West,Heartless,False,2008,82,0.79,hip hop,3.5166666666666666
Kid Cudi,Day 'N' Nite (Nightmare),False,2009,72,0.88,hip hop,3.687333333333333
Lady Gaga,Just Dance,False,2008,76,0.822,pop,4.032216666666667
Britney Spears,If U Seek Amy,False,2008,69,0.717,pop,3.6086666666666667
Pitbull,I Know You Want Me (Calle Ocho),False,2009,59,0.825,hip hop,3.952
Mariah Carey,Obsessed,False,2009,66,0.742,pop,4.036666666666667
Beyoncé,Sweet Dreams,False,2008,48,0.694,pop,3.467766666666667
Agnes,Release Me,False,2009,65,0.621,pop,4.270216666666666
Black Eyed Peas,Boom Boom Pow,True,2009,68,0.867,hip hop,4.190666666666667
Shakira,She Wolf,False,2009,68,0.865,pop,3.1477666666666666
Lady Gaga,Paparazzi,False,2008,70,0.762,pop,3.4717666666666664
JAY-Z,Empire State Of Mind,True,2009,82,0.491,hip hop,4.615333333333333
OneRepublic,All The Right Moves,False,2009,65,0.529,pop,3.966666666666667
Jeremih,Birthday Sex,False,2009,67,0.677,hip hop,3.7751
Cascada,Evacuate The Dancefloor,False,2009,63,0.762,hip hop,3.453333333333333
Linkin Park,New Divide,False,2009,68,0.493,rock,4.476883333333333
Kevin Rudolf,Let It Rock,True,2008,66,0.607,hip hop,3.852883333333333
JAY-Z,Run This Town,True,2009,75,0.632,hip hop,4.458666666666667
Lady Gaga,Bad Romance,True,2009,80,0.696,pop,4.90955
T.I.,Live Your Life,True,2008,75,0.375,hip hop,5.64755
Eminem,We Made You,False,2009,63,0.924,hip hop,4.49355
Dizzee Rascal,Bonkers,False,2011,38,0.624,hip hop,2.95955
Ciara,Love Sex Magic (feat. Justin Timberlake),False,2009,58,0.893,pop,3.673766666666667
Rihanna,Russian Roulette,True,2009,64,0.48,hip hop,3.7922166666666666
Soulja Boy,Turn My Swag On,False,2008,59,0.546,hip hop,3.4388833333333335
The xx,Intro,False,2009,2,0.617,rock,2.132
Jay Sean,Down,False,2009,3,0.657,hip hop,3.5351
Keri Hilson,Turnin Me On - Original Dirty,True,2008,41,0.661,pop,4.134433333333333
David Guetta,When Love Takes Over (feat. Kelly Rowland),False,2010,69,0.675,hip hop,3.183333333333333
Cheryl,Fight For This Love,False,2009,65,0.739,pop,3.7208833333333335
Soulja Boy,Kiss Me Thru The Phone,True,2008,76,0.758,hip hop,3.2231
Eminem,Crack A Bottle,True,2009,70,0.516,hip hop,4.958666666666667
P!nk,Sober,False,2010,46,0.614,pop,4.190666666666667
Tinchy Stryder,Number 1,False,2009,59,0.581,pop,3.5462166666666666
Pixie Lott,"Mama Do (Uh Oh, Uh Oh)",False,2009,54,0.451,pop,3.275333333333333
JLS,Beat Again - Radio Edit,False,2009,0,0.894,pop,3.2773333333333334
3OH!3,DONTTRUSTME,True,2008,70,0.791,hip hop,3.20955
A.R. Rahman,Jai Ho! (You Are My Destiny),False,2009,65,0.657,set(),3.7066666666666666
The Pussycat Dolls,I Hate This Part,False,2008,64,0.756,pop,3.64
Akon,Beautiful,False,2008,65,0.74,pop,5.216433333333334
Alexandra Burke,Bad Boys (feat. Flo Rida),False,2009,57,0.67,pop,3.441333333333333
Mario,Break Up,True,2009,51,0.44,pop,4.150433333333333
Drake,Forever,True,2009,73,0.457,hip hop,5.961766666666667
Selena Gomez & The Scene,Naturally,False,2009,63,0.605,pop,3.3764333333333334
Kanye West,Love Lockdown,False,2008,66,0.76,hip hop,4.5051
The Veronicas,Untouched,False,2005,58,0.557,pop,4.256
Fabolous,Throw It In The Bag,True,2009,59,0.789,hip hop,3.85955
Jason Derulo,Whatcha Say,False,2010,70,0.615,hip hop,3.68755
Lily Allen,Not Fair,True,2009,54,0.719,pop,3.35355
T.I.,Dead And Gone,True,2008,68,0.713,hip hop,4.9957666666666665
Sean Kingston,Fire Burning,False,2009,71,0.839,hip hop,3.9997666666666665
Empire of the Sun,Walking On A Dream,False,2008,77,0.871,rock,3.3073333333333332
Cobra Starship,Good Girls Go Bad (feat. Leighton Meester),False,2009,65,0.594,pop,3.27355
Nickelback,If Today Was Your Last Day,False,2008,66,0.485,rock,4.1511
La Roux,Bulletproof,False,2009,71,0.674,pop,3.4288833333333333
Kasabian,Fire,False,2009,64,0.525,rock,4.20465
Calvin Harris,I'm Not Alone - Radio Edit,False,2009,55,0.597,hip hop,3.5162166666666668
Justin Bieber,One Time,False,2009,71,0.691,pop,3.597766666666667
Jamie Foxx,Blame It,True,2008,65,0.673,hip hop,4.8291
La Roux,In For The Kill,False,2009,59,0.629,pop,4.143766666666667
Muse,Uprising,False,2009,75,0.602,rock,5.080666666666667
Nickelback,Gotta Be Somebody,False,2008,62,0.536,rock,4.210883333333333
James Morrison,Broken Strings,False,2008,70,0.57,pop,4.174216666666666
T.I.,Whatever You Like,True,2008,74,0.68,hip hop,4.158883333333334
Dizzee Rascal,Holiday,False,2011,60,0.545,hip hop,3.6771
Beyoncé,Single Ladies (Put a Ring on It),False,2008,67,0.426,pop,3.2202166666666665
Boys Like Girls,Love Drunk,False,2009,64,0.44,pop,3.7784333333333335
The-Dream,Rockin' That Shit,True,2009,62,0.672,hip hop,3.6986666666666665
OneRepublic,Secrets,False,2009,74,0.516,pop,3.744883333333333
JLS,Everybody in Love,False,2013,39,0.705,pop,3.2597666666666667
Jason Aldean,Big Green Tractor,False,2009,50,0.616,country,3.4033333333333333
The Fray,Never Say Never,False,2009,67,0.23,pop,4.276883333333333
Lily Allen,The Fear,True,2009,53,0.661,pop,3.452
Kings of Leon,Sex on Fire,False,2008,80,0.542,rock,3.3891
Drake,Best I Ever Had,True,2010,54,0.431,hip hop,4.312666666666667
Kelly Clarkson,Already Gone,False,2009,56,0.209,pop,4.692666666666667
Miley Cyrus,Party In The U.S.A.,False,2009,79,0.652,pop,3.367766666666667
Jordin Sparks,Battlefield,False,2009,57,0.613,pop,4.032
Ne-Yo,Mad,False,2008,64,0.731,pop,4.242216666666667
Green Day,21 Guns,False,2009,73,0.268,rock,5.35155
Keri Hilson,Knock You Down,False,2009,57,0.588,pop,5.4364333333333335
Taylor Swift,You Belong With Me,False,2008,55,0.687,pop,3.8524333333333334
Shinedown,Second Chance,False,2008,67,0.46,rock,3.7011
Asher Roth,I Love College,True,2009,62,0.713,hip hop,4.032216666666667
Katy Perry,Waking Up In Vegas,False,2008,49,0.524,pop,3.3197666666666668
Kelly Clarkson,My Life Would Suck Without You,False,2009,68,0.526,pop,3.5248833333333334
Mumford & Sons,Little Lion Man,True,2009,68,0.517,Folk/Acoustic,4.086216666666667
The Fray,You Found Me,False,2009,73,0.338,pop,4.030883333333334
Bruno Mars,Just the Way You Are,False,2010,77,0.635,pop,3.6789
Eminem,Love The Way You Lie,True,2010,81,0.749,hip hop,4.38955
Lady Gaga,Bad Romance,True,2009,80,0.696,pop,4.90955
Stromae,Alors on danse - Radio Edit,False,2010,77,0.791,pop,3.4344333333333332
Kesha,TiK ToK,False,2010,80,0.755,pop,3.3282166666666666
David Guetta,Memories (feat. Kid Cudi),False,2010,76,0.546,hip hop,3.5142166666666665
Taio Cruz,Dynamite,False,2010,80,0.751,hip hop,3.3768833333333332
Rihanna,Only Girl (In The World),False,2010,73,0.789,hip hop,3.9248833333333333
Katy Perry,California Gurls,False,2012,72,0.791,pop,3.9108833333333335
Kesha,Take It Off,False,2010,68,0.729,pop,3.5866666666666664
INNA,Hot - Play & Win Radio Version,False,2010,42,0.817,pop,3.6172666666666666
Far East Movement,Like A G6,False,2010,73,0.435,hip hop,3.6148833333333332
David Guetta,Gettin' Over You (feat. Fergie & LMFAO),False,2010,62,0.615,hip hop,3.1333333333333333
Duck Sauce,Barbra Streisand - Radio Edit,False,2010,46,0.769,Dance/Electronic,3.27555
Lucenzo,Danza Kuduro (feat. Don Omar),False,2011,0,0.622,latin,3.5664333333333333
Rihanna,Te Amo,True,2009,67,0.567,hip hop,3.4737666666666667
Timbaland,Carry Out (Featuring Justin Timberlake),False,2009,69,0.531,hip hop,3.874433333333333
DJ Fresh,Gold Dust - Radio Edit,False,2010,63,0.451,pop,3.2074333333333334
Edward Maya,Stereo Love - Radio Edit,False,2010,66,0.799,pop,3.076216666666667
Taio Cruz,Break Your Heart,False,2010,74,0.607,hip hop,3.3591
Black Eyed Peas,Imma Be,False,2009,61,0.597,hip hop,4.292666666666666
Sidney Samson,Riverside,True,2009,47,0.804,Dance/Electronic,5.339133333333334
Eminem,Not Afraid,True,2010,79,0.855,hip hop,4.13555
Lady Gaga,Alejandro,False,2009,67,0.623,pop,4.570216666666667
Rihanna,Rude Boy,True,2009,74,0.563,hip hop,3.715333333333333
Ne-Yo,Beautiful Monster,False,2010,57,0.708,pop,4.1928833333333335
3OH!3,Starstrukk,False,2010,32,0.605,hip hop,3.3848833333333332
Black Eyed Peas,The Time (Dirty Bit),False,2010,69,0.816,hip hop,5.1273333333333335
Kelly Rowland,Commander,False,2011,59,0.395,hip hop,3.6351
Swedish House Mafia,One (Your Name) - Radio Edit,False,2010,63,0.733,pop,2.7207666666666666
Chris Brown,Deuces (feat. Tyga & Kevin McCall),True,2011,68,0.692,hip hop,4.609333333333334
Usher,DJ Got Us Fallin' In Love (feat. Pitbull),False,2010,79,0.663,hip hop,3.68
Iyaz,Replay,False,2009,75,0.706,hip hop,3.0384333333333333
Flo Rida,Club Can't Handle Me (feat. David Guetta),False,2010,76,0.616,hip hop,3.9093333333333335
Sean Kingston,Eenie Meenie,False,2010,74,0.72,hip hop,3.3657666666666666
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),True,2010,58,0.76,hip hop,4.396216666666667
Tinie Tempah,Written in the Stars (feat. Eric Turner),False,2010,57,0.656,hip hop,3.4608833333333333
Bruno Mars,Talking to the Moon,False,2010,76,0.498,pop,3.6311
Miley Cyrus,Can't Be Tamed,False,2010,0,0.63,pop,2.80355
Mike Posner,Cooler Than Me - Single Mix,False,2010,75,0.768,hip hop,3.554883333333333
Lady Gaga,Telephone,False,2009,69,0.824,pop,3.6773333333333333
Yolanda Be Cool,We No Speak Americano (JT Radio Edit),False,2010,1,0.901,Dance/Electronic,2.6239666666666666
Rihanna,Hard,True,2009,55,0.31,hip hop,4.176666666666667
Tinie Tempah,Pass Out,True,2010,53,0.693,hip hop,4.46755
Adam Lambert,Whataya Want from Me,False,2009,57,0.438,pop,3.788666666666667
Trey Songz,Bottoms Up (feat. Nicki Minaj),True,2010,0,0.845,hip hop,4.03355
Timbaland,If We Ever Meet Again (Featuring Katy Perry),False,2009,68,0.652,hip hop,4.878433333333334
Enrique Iglesias,I Like It,False,2010,63,0.648,pop,3.8562166666666666
Tim Berg,Seek Bromance - Avicii’s Vocal Edit,False,2010,0,0.515,pop,3.3993333333333333
Usher,OMG (feat. will.i.am),False,2010,73,0.781,hip hop,4.49155
Maroon 5,Misery,False,2010,67,0.703,pop,3.6033333333333335
Jay Sean,Down,False,2009,3,0.657,hip hop,3.5351
Rihanna,Man Down,True,2010,68,0.47,hip hop,4.45
3OH!3,My First Kiss (feat. Ke$ha),False,2010,62,0.682,hip hop,3.207333333333333
Justin Bieber,Baby,False,2010,81,0.728,pop,3.570666666666667
Cali Swag District,Teach Me How to Dougie,True,2011,66,0.846,hip hop,3.958
Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,True,2010,54,0.736,pop,3.441
K'NAAN,Wavin' Flag,False,2009,57,0.625,set(),3.675333333333333
Ludacris,How Low,True,2010,63,0.785,hip hop,3.359766666666667
Kesha,Blah Blah Blah (feat. 3OH!3),True,2010,61,0.752,pop,2.86755
DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",True,2010,51,0.544,hip hop,3.8751
Jason Derulo,In My Head,False,2010,65,0.762,hip hop,3.3171
Aloe Blacc,I Need A Dollar,False,2010,1,0.84,R&B,4.050883333333333
B.o.B,Airplanes (feat. Hayley Williams of Paramore),True,2010,74,0.66,hip hop,3.008
Ludacris,My Chick Bad,True,2010,68,0.624,hip hop,3.61555
Nelly,Just A Dream,False,2010,73,0.531,hip hop,3.9633333333333334
